CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
8585,Female,0,70,75.61,5292.7,Month-to-month,Mailed check,1
8586,Female,0,43,56.39,2424.77,Two year,Bank transfer,0
8587,Male,1,29,23.21,673.09,Two year,Bank transfer,0
8588,Female,0,3,63.15,189.45,Month-to-month,Credit card,0
8589,Female,1,58,97.36,5646.88,Two year,Electronic check,0
8590,Female,0,33,70.38,2322.54,Two year,Bank transfer,0
8591,Male,0,45,83.95,3777.75,Two year,Bank transfer,0
8592,Female,0,69,83.97,5793.93,Two year,Electronic check,1
8593,Male,1,32,87.1,2787.2,One year,Bank transfer,0
8594,Male,1,52,58.76,3055.52,Month-to-month,Electronic check,1
8595,Male,0,64,57.0,3648.0,One year,Mailed check,0
8596,Male,1,40,20.46,818.4,Month-to-month,Electronic check,0
8597,Male,1,13,35.42,460.46,Two year,Electronic check,1
8598,Female,1,29,115.08,3337.32,One year,Bank transfer,0
8599,Male,0,63,104.24,6567.12,Two year,Bank transfer,0
8600,Male,1,26,47.51,1235.26,Two year,Credit card,0
8601,Male,0,59,60.12,3547.08,Two year,Bank transfer,0
8602,Female,0,49,113.99,5585.51,Month-to-month,Bank transfer,0
8603,Female,0,53,45.04,2387.12,Two year,Electronic check,0
8604,Female,0,31,73.25,2270.75,Month-to-month,Mailed check,1
8605,Female,0,12,22.21,266.52,Month-to-month,Bank transfer,0
8606,Male,1,58,81.97,4754.26,Two year,Electronic check,0
8607,Male,1,36,113.01,4068.36,Month-to-month,Credit card,0
8608,Female,0,10,108.47,1084.7,One year,Credit card,1
8609,Female,1,6,70.2,421.2,Month-to-month,Mailed check,0
8610,Female,1,7,84.96,594.72,Two year,Mailed check,0
8611,Female,1,31,76.98,2386.38,Two year,Mailed check,0
8612,Male,1,3,26.7,80.1,One year,Electronic check,0
8613,Female,1,47,35.87,1685.89,One year,Bank transfer,1
8614,Female,1,1,116.38,116.38,Month-to-month,Electronic check,0
8615,Female,1,45,45.6,2052.0,Month-to-month,Credit card,0
8616,Female,0,54,58.44,3155.76,One year,Credit card,0
8617,Female,0,50,70.89,3544.5,Two year,Bank transfer,0
8618,Female,0,7,117.91,825.37,Two year,Mailed check,0
8619,Female,1,63,89.0,5607.0,One year,Credit card,0
8620,Male,1,15,82.96,1244.4,One year,Mailed check,0
8621,Male,0,67,72.44,4853.48,Two year,Electronic check,0
8622,Male,1,30,90.07,2702.1,Two year,Mailed check,1
8623,Male,1,68,86.4,5875.2,Month-to-month,Electronic check,1
8624,Male,0,36,110.28,3970.08,One year,Bank transfer,0
8625,Male,0,67,74.18,4970.06,One year,Mailed check,0
8626,Female,0,5,62.15,310.75,One year,Bank transfer,1
8627,Female,1,25,100.72,2518.0,Two year,Mailed check,0
8628,Male,1,11,99.98,1099.78,Month-to-month,Credit card,0
8629,Female,1,66,36.98,2440.68,Two year,Bank transfer,0
8630,Male,0,28,43.68,1223.04,One year,Mailed check,0
8631,Female,0,60,115.86,6951.6,One year,Bank transfer,0
8632,Female,1,10,64.41,644.1,One year,Mailed check,0
8633,Female,0,50,71.97,3598.5,One year,Electronic check,0
8634,Female,0,39,51.02,1989.78,One year,Bank transfer,1
8635,Female,1,37,68.11,2520.07,Two year,Credit card,0
8636,Female,0,63,94.34,5943.42,Month-to-month,Bank transfer,0
8637,Male,0,61,68.23,4162.03,One year,Electronic check,0
8638,Male,0,38,51.48,1956.24,One year,Electronic check,0
8639,Female,1,33,29.6,976.8,One year,Credit card,0
8640,Male,1,45,112.83,5077.35,Two year,Electronic check,0
8641,Female,0,44,107.17,4715.48,Two year,Credit card,0
8642,Male,1,1,99.14,99.14,One year,Mailed check,1
8643,Female,1,53,89.41,4738.73,One year,Electronic check,1
8644,Male,1,47,71.55,3362.85,One year,Mailed check,0
8645,Female,0,33,109.74,3621.42,One year,Mailed check,0
8646,Male,1,67,99.17,6644.39,One year,Electronic check,0
8647,Female,0,15,101.6,1524.0,Two year,Credit card,0
8648,Male,0,14,50.96,713.44,One year,Credit card,0
8649,Female,1,23,62.35,1434.05,One year,Credit card,1
8650,Female,0,54,90.68,4896.72,One year,Electronic check,0
8651,Female,1,8,57.11,456.88,Two year,Mailed check,1
8652,Male,1,54,69.4,3747.6,One year,Bank transfer,0
8653,Male,0,36,84.65,3047.4,Two year,Bank transfer,0
8654,Male,0,52,63.78,3316.56,Month-to-month,Electronic check,0
8655,Female,1,6,99.3,595.8,Two year,Bank transfer,0
8656,Male,1,28,31.63,885.64,One year,Mailed check,0
8657,Female,1,50,91.81,4590.5,Two year,Bank transfer,0
8658,Male,1,38,34.52,1311.76,One year,Credit card,0
8659,Male,0,30,113.78,3413.4,Two year,Mailed check,0
8660,Male,0,54,51.4,2775.6,Two year,Electronic check,0
8661,Male,0,71,99.54,7067.34,Month-to-month,Electronic check,0
8662,Female,1,46,72.14,3318.44,Two year,Credit card,1
8663,Male,0,28,29.11,815.08,Month-to-month,Bank transfer,0
8664,Male,0,17,78.26,1330.42,Month-to-month,Electronic check,0
8665,Female,0,48,111.22,5338.56,Two year,Electronic check,0
8666,Female,0,44,35.72,1571.68,Two year,Mailed check,0
8667,Male,1,60,52.13,3127.8,Two year,Mailed check,1
8668,Male,0,60,63.92,3835.2,Month-to-month,Mailed check,0
8669,Female,0,5,47.51,237.55,One year,Mailed check,1
8670,Female,0,69,114.38,7892.22,One year,Electronic check,0
8671,Female,0,70,57.75,4042.5,Month-to-month,Mailed check,1
8672,Male,1,7,85.81,600.67,Month-to-month,Credit card,0
8673,Male,1,53,42.39,2246.67,Two year,Credit card,0
8674,Male,0,17,41.97,713.49,Two year,Mailed check,1
8675,Female,1,59,37.58,2217.22,One year,Mailed check,1
8676,Female,1,9,63.48,571.32,One year,Bank transfer,0
8677,Female,1,22,73.29,1612.38,One year,Mailed check,0
8678,Male,1,45,21.07,948.15,Two year,Electronic check,0
8679,Female,0,59,103.29,6094.11,Two year,Credit card,1
8680,Male,1,13,71.28,926.64,Month-to-month,Credit card,0
8681,Female,1,12,35.72,428.64,Two year,Electronic check,0
8682,Male,0,36,26.73,962.28,One year,Mailed check,0
8683,Male,0,10,26.32,263.2,Month-to-month,Bank transfer,0
8684,Female,0,16,45.76,732.16,Two year,Credit card,0
8685,Male,0,19,69.93,1328.67,One year,Bank transfer,0
8686,Female,1,6,106.02,636.12,Two year,Credit card,0
8687,Male,0,4,110.3,441.2,Month-to-month,Bank transfer,1
8688,Female,1,30,103.23,3096.9,Two year,Credit card,0
8689,Female,1,46,52.86,2431.56,One year,Bank transfer,0
8690,Male,0,27,50.66,1367.82,Month-to-month,Mailed check,0
8691,Female,0,45,118.75,5343.75,One year,Mailed check,0
8692,Male,1,37,88.13,3260.81,Month-to-month,Electronic check,1
8693,Female,1,9,50.5,454.5,Two year,Electronic check,0
8694,Female,0,61,52.91,3227.51,Two year,Bank transfer,1
8695,Female,0,35,63.46,2221.1,One year,Bank transfer,1
8696,Female,0,47,82.18,3862.46,Two year,Credit card,0
8697,Male,1,21,109.8,2305.8,Month-to-month,Electronic check,1
8698,Female,1,17,39.83,677.11,Two year,Electronic check,0
8699,Female,0,55,28.44,1564.2,Two year,Credit card,0
8700,Male,1,6,60.58,363.48,Two year,Bank transfer,0
8701,Male,0,35,44.55,1559.25,Two year,Electronic check,0
8702,Male,1,50,77.6,3880.0,Two year,Bank transfer,0
8703,Male,1,37,89.92,3327.04,Two year,Mailed check,0
8704,Male,0,13,51.07,663.91,Two year,Bank transfer,0
8705,Male,0,25,88.55,2213.75,Two year,Mailed check,0
8706,Female,0,1,54.31,54.31,One year,Mailed check,0
8707,Male,1,49,83.5,4091.5,One year,Credit card,0
8708,Female,1,35,83.31,2915.85,Two year,Credit card,0
8709,Male,0,53,47.82,2534.46,One year,Mailed check,0
8710,Female,1,52,83.57,4345.64,Two year,Credit card,0
8711,Female,0,54,58.1,3137.4,Two year,Electronic check,0
8712,Female,1,47,53.65,2521.55,Two year,Electronic check,0
8713,Male,0,43,48.93,2103.99,One year,Bank transfer,0
8714,Male,1,20,54.56,1091.2,Month-to-month,Mailed check,0
8715,Male,1,33,98.67,3256.11,Two year,Bank transfer,0
8716,Male,1,16,44.52,712.32,Two year,Mailed check,0
8717,Female,1,7,88.2,617.4,Month-to-month,Mailed check,0
8718,Male,0,70,110.06,7704.2,One year,Bank transfer,0
8719,Female,1,21,55.04,1155.84,Month-to-month,Bank transfer,0
8720,Female,0,36,22.95,826.2,Two year,Bank transfer,0
8721,Male,0,54,22.46,1212.84,Month-to-month,Bank transfer,1
8722,Male,0,19,33.95,645.05,Two year,Electronic check,0
8723,Male,0,25,31.0,775.0,One year,Mailed check,1
8724,Female,1,67,94.81,6352.27,One year,Credit card,1
8725,Male,0,53,49.49,2622.97,One year,Mailed check,1
8726,Female,1,48,85.25,4092.0,Two year,Electronic check,0
8727,Male,1,42,24.25,1018.5,One year,Mailed check,0
8728,Female,1,47,49.57,2329.79,Month-to-month,Electronic check,0
8729,Male,1,42,43.41,1823.22,One year,Mailed check,0
8730,Male,0,2,47.69,95.38,Two year,Electronic check,0
8731,Female,1,6,39.07,234.42,Month-to-month,Credit card,0
8732,Male,0,46,81.79,3762.34,Month-to-month,Credit card,0
8733,Male,1,66,86.27,5693.82,Month-to-month,Credit card,1
8734,Male,1,40,34.85,1394.0,Month-to-month,Credit card,0
8735,Male,0,58,94.11,5458.38,Two year,Electronic check,0
8736,Male,1,33,45.0,1485.0,One year,Mailed check,1
8737,Male,1,62,48.29,2993.98,Month-to-month,Credit card,0
8738,Male,1,12,102.88,1234.56,One year,Credit card,1
8739,Female,1,49,110.12,5395.88,One year,Mailed check,1
8740,Female,1,5,102.48,512.4,One year,Mailed check,0
8741,Male,0,51,34.78,1773.78,One year,Bank transfer,0
8742,Male,1,69,119.93,8275.17,Two year,Mailed check,0
8743,Male,1,32,87.22,2791.04,Month-to-month,Mailed check,0
8744,Female,0,49,71.07,3482.43,Month-to-month,Mailed check,0
8745,Female,1,60,115.48,6928.8,One year,Bank transfer,0
8746,Male,0,46,101.74,4680.04,Month-to-month,Mailed check,0
8747,Female,1,68,89.17,6063.56,One year,Electronic check,0
8748,Male,1,41,103.84,4257.44,Two year,Credit card,0
8749,Male,0,67,58.55,3922.85,Month-to-month,Electronic check,0
8750,Male,1,13,88.44,1149.72,One year,Bank transfer,1
8751,Male,1,18,39.06,703.08,Month-to-month,Bank transfer,0
8752,Female,0,51,118.8,6058.8,One year,Bank transfer,0
8753,Female,0,36,78.9,2840.4,Month-to-month,Bank transfer,0
8754,Male,1,34,101.42,3448.28,Two year,Bank transfer,0
8755,Female,0,12,60.73,728.76,Month-to-month,Credit card,0
8756,Female,1,5,95.86,479.3,Two year,Mailed check,0
8757,Male,0,48,58.74,2819.52,Two year,Electronic check,0
8758,Female,1,40,79.0,3160.0,One year,Electronic check,0
8759,Male,0,13,97.81,1271.53,One year,Mailed check,0
8760,Male,0,26,31.65,822.9,Month-to-month,Bank transfer,0
8761,Male,0,14,55.68,779.52,Two year,Mailed check,0
8762,Male,0,11,74.49,819.39,One year,Bank transfer,0
8763,Female,0,38,53.4,2029.2,Two year,Credit card,1
8764,Male,0,57,50.92,2902.44,Two year,Electronic check,0
8765,Female,0,22,48.17,1059.74,Two year,Electronic check,0
8766,Male,0,16,42.78,684.48,Month-to-month,Credit card,1
8767,Male,0,29,104.89,3041.81,Two year,Credit card,0
8768,Female,1,2,112.37,224.74,Two year,Bank transfer,0
8769,Male,0,54,90.02,4861.08,Month-to-month,Mailed check,0
8770,Female,1,2,23.0,46.0,Month-to-month,Bank transfer,0
8771,Female,0,3,98.62,295.86,One year,Bank transfer,0
8772,Male,1,56,73.19,4098.64,Two year,Electronic check,1
8773,Male,1,11,95.81,1053.91,Two year,Bank transfer,0
8774,Male,0,32,63.73,2039.36,Month-to-month,Mailed check,0
8775,Male,0,4,24.13,96.52,Month-to-month,Bank transfer,1
8776,Male,1,9,88.17,793.53,One year,Electronic check,1
8777,Male,1,56,64.41,3606.96,Month-to-month,Mailed check,0
8778,Female,0,16,107.4,1718.4,Month-to-month,Mailed check,0
8779,Female,0,71,93.81,6660.51,Month-to-month,Electronic check,0
8780,Male,0,10,55.96,559.6,Month-to-month,Electronic check,0
8781,Female,1,36,92.41,3326.76,One year,Bank transfer,0
8782,Female,0,24,69.52,1668.48,Two year,Electronic check,0
8783,Male,0,64,39.94,2556.16,Two year,Credit card,0
8784,Male,0,56,61.99,3471.44,Two year,Electronic check,0
8785,Female,0,22,42.26,929.72,Two year,Credit card,1
8786,Male,0,52,20.5,1066.0,Two year,Electronic check,1
8787,Female,1,50,44.68,2234.0,Month-to-month,Credit card,0
8788,Male,1,47,40.95,1924.65,Two year,Credit card,0
8789,Female,0,23,20.43,469.89,Month-to-month,Electronic check,0
8790,Female,0,19,98.39,1869.41,Two year,Mailed check,0
8791,Female,1,52,27.7,1440.4,Two year,Mailed check,0
8792,Female,0,34,64.91,2206.94,Month-to-month,Credit card,0
8793,Male,1,29,61.79,1791.91,Two year,Mailed check,1
8794,Male,0,61,38.14,2326.54,Month-to-month,Electronic check,0
8795,Female,1,35,116.69,4084.15,One year,Credit card,0
8796,Female,1,5,80.37,401.85,One year,Bank transfer,0
8797,Male,0,7,101.35,709.45,One year,Credit card,0
8798,Male,1,41,69.61,2854.01,Two year,Bank transfer,0
8799,Female,0,2,92.28,184.56,Two year,Bank transfer,0
8800,Female,1,10,116.98,1169.8,Two year,Credit card,1
8801,Female,0,44,54.84,2412.96,Two year,Bank transfer,0
8802,Female,0,70,70.43,4930.1,Month-to-month,Mailed check,0
8803,Female,0,35,71.45,2500.75,One year,Bank transfer,1
8804,Male,1,62,119.2,7390.4,Month-to-month,Mailed check,0
8805,Female,0,20,43.31,866.2,One year,Credit card,0
8806,Male,0,35,87.53,3063.55,One year,Bank transfer,0
8807,Male,0,37,33.82,1251.34,Month-to-month,Bank transfer,0
8808,Male,1,54,112.71,6086.34,Month-to-month,Mailed check,1
8809,Female,0,28,79.04,2213.12,Month-to-month,Mailed check,0
8810,Male,1,70,105.94,7415.8,One year,Credit card,1
8811,Male,1,32,109.52,3504.64,Month-to-month,Credit card,0
8812,Male,1,11,75.71,832.81,Two year,Bank transfer,0
8813,Male,0,42,88.2,3704.4,Month-to-month,Electronic check,0
8814,Female,0,23,89.87,2067.01,One year,Bank transfer,0
8815,Female,1,30,66.05,1981.5,One year,Bank transfer,1
8816,Male,0,9,63.48,571.32,Month-to-month,Credit card,1
8817,Male,0,59,38.62,2278.58,Month-to-month,Credit card,0
8818,Female,1,28,58.39,1634.92,One year,Bank transfer,0
8819,Female,1,33,119.08,3929.64,One year,Mailed check,0
8820,Female,0,47,46.99,2208.53,Month-to-month,Credit card,0
8821,Male,1,22,96.24,2117.28,Two year,Bank transfer,0
8822,Female,0,29,25.93,751.97,Two year,Electronic check,0
8823,Male,1,34,66.75,2269.5,Two year,Bank transfer,0
8824,Male,0,42,25.84,1085.28,One year,Electronic check,0
8825,Female,0,52,67.58,3514.16,Two year,Electronic check,0
8826,Male,1,47,22.76,1069.72,Two year,Electronic check,1
8827,Female,0,51,81.33,4147.83,Month-to-month,Bank transfer,0
8828,Male,0,45,78.65,3539.25,Month-to-month,Credit card,1
8829,Female,1,34,99.78,3392.52,Two year,Mailed check,0
8830,Male,0,21,78.33,1644.93,One year,Mailed check,0
8831,Male,0,13,112.6,1463.8,Two year,Bank transfer,0
8832,Female,0,54,98.31,5308.74,Month-to-month,Bank transfer,1
8833,Female,1,25,33.27,831.75,Month-to-month,Electronic check,0
8834,Female,1,21,46.55,977.55,Month-to-month,Credit card,1
8835,Female,1,1,22.62,22.62,Two year,Bank transfer,0
8836,Male,1,58,58.61,3399.38,One year,Mailed check,0
8837,Female,1,69,70.95,4895.55,Two year,Bank transfer,0
8838,Female,0,71,114.59,8135.89,Month-to-month,Credit card,0
8839,Male,0,13,72.23,938.99,Month-to-month,Credit card,1
8840,Female,0,52,98.1,5101.2,Month-to-month,Bank transfer,1
8841,Female,1,23,46.8,1076.4,Month-to-month,Bank transfer,0
8842,Male,0,21,35.32,741.72,Two year,Credit card,0
8843,Female,1,6,101.08,606.48,Two year,Credit card,1
8844,Female,0,20,44.74,894.8,One year,Electronic check,0
8845,Female,1,40,107.13,4285.2,Month-to-month,Bank transfer,0
8846,Female,0,9,36.98,332.82,Two year,Bank transfer,0
8847,Female,0,50,105.16,5258.0,Two year,Bank transfer,1
8848,Female,1,28,97.28,2723.84,Month-to-month,Mailed check,0
8849,Male,0,11,81.12,892.32,Two year,Electronic check,0
8850,Female,0,56,105.02,5881.12,Month-to-month,Credit card,0
8851,Male,1,35,53.07,1857.45,One year,Electronic check,1
8852,Male,0,25,36.6,915.0,Month-to-month,Mailed check,0
8853,Male,0,19,35.7,678.3,Month-to-month,Electronic check,1
8854,Male,1,31,47.04,1458.24,Two year,Mailed check,0
8855,Female,1,50,64.62,3231.0,One year,Electronic check,0
8856,Female,1,63,107.6,6778.8,One year,Electronic check,0
8857,Female,1,47,28.95,1360.65,Two year,Electronic check,0
8858,Male,1,1,111.52,111.52,One year,Bank transfer,0
8859,Female,0,58,112.55,6527.9,One year,Credit card,0
8860,Female,1,10,92.72,927.2,Month-to-month,Electronic check,0
8861,Female,1,8,110.03,880.24,Two year,Bank transfer,1
8862,Male,0,26,97.0,2522.0,One year,Bank transfer,1
8863,Male,0,34,72.83,2476.22,One year,Bank transfer,0
8864,Female,0,19,80.08,1521.52,One year,Mailed check,1
8865,Male,0,1,82.82,82.82,Month-to-month,Electronic check,1
8866,Male,0,48,32.69,1569.12,Month-to-month,Credit card,0
8867,Female,1,25,39.31,982.75,Two year,Electronic check,0
8868,Male,0,24,72.34,1736.16,Two year,Electronic check,0
8869,Male,1,47,31.52,1481.44,Month-to-month,Credit card,0
8870,Female,0,69,116.5,8038.5,Two year,Bank transfer,1
8871,Male,1,67,70.71,4737.57,Two year,Electronic check,0
8872,Male,0,32,58.01,1856.32,Two year,Bank transfer,0
8873,Male,1,17,35.75,607.75,Month-to-month,Bank transfer,0
8874,Male,1,61,61.65,3760.65,Month-to-month,Bank transfer,1
8875,Male,1,69,50.24,3466.56,One year,Credit card,0
8876,Male,1,11,28.79,316.69,One year,Bank transfer,0
8877,Male,1,38,116.7,4434.6,One year,Electronic check,0
8878,Male,1,68,46.5,3162.0,One year,Bank transfer,1
8879,Female,1,19,89.05,1691.95,Two year,Mailed check,1
8880,Female,1,17,29.13,495.21,Two year,Mailed check,0
8881,Female,1,13,111.32,1447.16,Month-to-month,Mailed check,0
8882,Female,1,1,79.08,79.08,Two year,Bank transfer,0
8883,Male,0,2,85.69,171.38,Two year,Electronic check,1
8884,Female,1,66,98.18,6479.88,Two year,Electronic check,0
8885,Female,1,68,80.59,5480.12,One year,Bank transfer,1
8886,Male,0,16,27.09,433.44,Month-to-month,Bank transfer,0
8887,Male,1,4,62.96,251.84,One year,Credit card,1
8888,Male,1,57,46.2,2633.4,Two year,Bank transfer,0
8889,Male,0,23,68.67,1579.41,Two year,Mailed check,0
8890,Male,0,2,60.43,120.86,Month-to-month,Credit card,0
8891,Female,1,67,102.65,6877.55,One year,Credit card,0
8892,Male,0,26,44.7,1162.2,Two year,Bank transfer,0
8893,Female,1,7,40.13,280.91,Month-to-month,Bank transfer,0
8894,Female,1,44,115.81,5095.64,Two year,Credit card,0
8895,Male,1,33,114.95,3793.35,Two year,Credit card,0
8896,Female,0,64,119.35,7638.4,Month-to-month,Credit card,0
8897,Female,1,36,76.84,2766.24,Month-to-month,Credit card,0
8898,Male,1,4,31.31,125.24,Two year,Credit card,1
8899,Female,0,23,108.02,2484.46,Month-to-month,Electronic check,0
8900,Female,1,25,34.51,862.75,Two year,Credit card,0
8901,Female,1,27,35.56,960.12,One year,Credit card,1
8902,Male,1,51,39.34,2006.34,Two year,Electronic check,0
8903,Male,1,69,85.34,5888.46,Month-to-month,Mailed check,0
8904,Male,1,23,30.72,706.56,One year,Mailed check,0
8905,Female,1,9,97.83,880.47,Month-to-month,Mailed check,0
8906,Male,0,33,25.83,852.39,Two year,Mailed check,0
8907,Female,1,35,31.04,1086.4,Month-to-month,Bank transfer,1
8908,Male,1,50,63.45,3172.5,Two year,Bank transfer,0
8909,Female,0,24,57.92,1390.08,Month-to-month,Credit card,1
8910,Male,1,24,118.97,2855.28,Month-to-month,Credit card,1
8911,Male,1,19,116.69,2217.11,Two year,Mailed check,0
8912,Female,0,39,38.97,1519.83,One year,Mailed check,0
8913,Male,0,61,114.67,6994.87,Two year,Electronic check,0
8914,Female,0,25,89.23,2230.75,One year,Electronic check,0
8915,Male,0,25,60.88,1522.0,One year,Electronic check,0
8916,Male,0,27,93.96,2536.92,One year,Mailed check,1
8917,Female,0,32,110.01,3520.32,One year,Electronic check,0
8918,Female,0,11,38.01,418.11,Two year,Credit card,0
8919,Female,1,69,39.6,2732.4,Two year,Mailed check,0
8920,Male,1,33,60.87,2008.71,One year,Bank transfer,1
8921,Female,1,19,36.92,701.48,One year,Mailed check,0
8922,Male,0,16,56.04,896.64,One year,Bank transfer,0
8923,Female,1,11,84.57,930.27,One year,Bank transfer,1
8924,Female,0,69,101.28,6988.32,One year,Mailed check,0
8925,Female,1,55,50.19,2760.45,One year,Electronic check,0
8926,Female,1,25,48.17,1204.25,Month-to-month,Credit card,0
8927,Female,1,34,97.97,3330.98,One year,Mailed check,0
8928,Female,1,12,58.1,697.2,Month-to-month,Electronic check,0
8929,Male,0,21,101.85,2138.85,Two year,Bank transfer,0
8930,Female,0,29,119.34,3460.86,Two year,Bank transfer,0
8931,Male,1,51,117.97,6016.47,One year,Bank transfer,1
8932,Female,0,23,86.27,1984.21,Two year,Bank transfer,0
8933,Female,0,33,57.52,1898.16,Two year,Mailed check,1
8934,Female,1,8,26.55,212.4,One year,Credit card,0
8935,Male,0,42,93.8,3939.6,Two year,Bank transfer,0
8936,Male,0,69,117.8,8128.2,Two year,Electronic check,0
8937,Female,0,41,26.8,1098.8,One year,Electronic check,0
8938,Male,0,63,20.62,1299.06,One year,Credit card,0
8939,Female,1,14,103.18,1444.52,One year,Credit card,0
8940,Female,1,62,30.23,1874.26,Month-to-month,Credit card,1
8941,Male,0,46,28.16,1295.36,One year,Bank transfer,1
8942,Male,1,67,111.03,7439.01,Two year,Mailed check,0
8943,Male,1,53,27.96,1481.88,One year,Bank transfer,1
8944,Male,1,52,31.4,1632.8,Month-to-month,Bank transfer,0
8945,Female,0,7,76.96,538.72,Two year,Electronic check,0
8946,Male,0,54,95.68,5166.72,Month-to-month,Mailed check,1
8947,Male,1,11,59.96,659.56,Two year,Mailed check,0
8948,Female,1,25,62.06,1551.5,One year,Electronic check,0
8949,Male,0,59,83.26,4912.34,Month-to-month,Electronic check,0
8950,Male,1,66,70.54,4655.64,One year,Electronic check,0
8951,Male,0,27,21.86,590.22,Two year,Credit card,0
8952,Male,1,58,31.36,1818.88,One year,Mailed check,0
8953,Female,0,11,78.16,859.76,One year,Electronic check,1
8954,Female,0,55,99.37,5465.35,Two year,Electronic check,0
8955,Male,0,19,96.31,1829.89,Month-to-month,Electronic check,0
8956,Male,0,39,94.01,3666.39,Two year,Bank transfer,1
8957,Female,1,70,97.13,6799.1,Two year,Mailed check,0
8958,Male,0,11,24.44,268.84,One year,Mailed check,0
8959,Male,1,14,109.51,1533.14,Two year,Credit card,1
8960,Male,0,60,108.93,6535.8,Month-to-month,Bank transfer,1
8961,Male,0,36,73.19,2634.84,Two year,Mailed check,0
8962,Male,1,41,44.86,1839.26,Two year,Credit card,1
8963,Male,1,2,79.22,158.44,One year,Credit card,1
8964,Male,1,57,75.79,4320.03,Month-to-month,Electronic check,0
8965,Male,0,60,42.3,2538.0,One year,Credit card,0
8966,Male,0,20,80.31,1606.2,One year,Credit card,0
8967,Female,1,22,99.73,2194.06,Month-to-month,Bank transfer,0
8968,Female,0,4,100.61,402.44,Month-to-month,Electronic check,0
8969,Female,1,56,25.97,1454.32,Two year,Electronic check,1
8970,Male,0,58,39.72,2303.76,Month-to-month,Electronic check,0
8971,Male,0,65,86.82,5643.3,One year,Credit card,0
8972,Female,0,58,105.98,6146.84,Month-to-month,Electronic check,0
8973,Male,1,30,72.12,2163.6,Month-to-month,Mailed check,0
8974,Female,0,19,90.75,1724.25,Month-to-month,Bank transfer,0
8975,Male,1,62,22.11,1370.82,One year,Bank transfer,0
8976,Female,1,68,80.84,5497.12,Two year,Credit card,0
8977,Female,0,44,116.19,5112.36,Two year,Electronic check,1
8978,Female,1,61,86.1,5252.1,One year,Bank transfer,0
8979,Male,1,21,112.23,2356.83,Two year,Credit card,0
8980,Female,0,10,76.6,766.0,Two year,Credit card,0
8981,Male,1,30,104.34,3130.2,One year,Bank transfer,1
8982,Male,1,24,32.42,778.08,One year,Electronic check,0
8983,Male,0,48,32.35,1552.8,Two year,Electronic check,0
8984,Male,0,55,32.02,1761.1,Month-to-month,Mailed check,0
8985,Male,0,52,68.88,3581.76,Two year,Mailed check,0
8986,Male,1,38,53.03,2015.14,Month-to-month,Electronic check,0
8987,Male,1,67,91.92,6158.64,One year,Mailed check,0
8988,Female,0,8,110.26,882.08,Month-to-month,Mailed check,0
8989,Female,1,29,81.94,2376.26,Month-to-month,Bank transfer,0
8990,Female,0,10,41.32,413.2,Month-to-month,Electronic check,0
8991,Male,0,69,113.09,7803.21,One year,Bank transfer,0
8992,Male,0,68,72.79,4949.72,Two year,Bank transfer,0
8993,Male,1,49,91.99,4507.51,Two year,Credit card,0
8994,Male,1,58,109.05,6324.9,Month-to-month,Electronic check,0
8995,Female,0,35,118.98,4164.3,Two year,Bank transfer,1
8996,Male,0,50,70.61,3530.5,One year,Mailed check,0
8997,Female,1,40,100.81,4032.4,One year,Credit card,0
8998,Male,0,12,76.69,920.28,One year,Mailed check,0
8999,Female,1,16,68.65,1098.4,One year,Credit card,0
9000,Male,0,48,73.77,3540.96,Two year,Mailed check,1
9001,Female,0,1,68.43,68.43,Month-to-month,Mailed check,1
9002,Male,1,65,62.1,4036.5,Month-to-month,Mailed check,1
9003,Female,1,22,92.37,2032.14,Month-to-month,Bank transfer,0
9004,Male,1,15,44.97,674.55,One year,Electronic check,1
9005,Female,1,67,81.64,5469.88,Two year,Credit card,0
9006,Female,1,14,91.3,1278.2,Two year,Bank transfer,0
9007,Male,0,19,109.21,2074.99,Two year,Credit card,0
9008,Female,0,40,53.19,2127.6,Two year,Bank transfer,1
9009,Male,1,4,106.06,424.24,Two year,Credit card,0
9010,Male,1,33,114.53,3779.49,Two year,Credit card,1
9011,Male,0,43,84.87,3649.41,Month-to-month,Mailed check,0
9012,Female,0,37,97.14,3594.18,One year,Credit card,1
9013,Female,1,66,60.57,3997.62,Month-to-month,Credit card,0
9014,Male,1,27,115.21,3110.67,Two year,Mailed check,0
9015,Male,0,45,87.09,3919.05,One year,Bank transfer,1
9016,Female,1,50,51.02,2551.0,One year,Bank transfer,0
9017,Female,0,63,60.43,3807.09,One year,Electronic check,0
9018,Female,0,6,81.78,490.68,One year,Electronic check,1
9019,Male,1,67,43.41,2908.47,Two year,Electronic check,1
9020,Male,0,67,95.39,6391.13,Two year,Electronic check,0
9021,Male,0,59,42.47,2505.73,One year,Credit card,0
9022,Male,0,13,79.18,1029.34,Two year,Credit card,0
9023,Male,1,21,89.7,1883.7,One year,Electronic check,0
9024,Female,0,64,105.97,6782.08,Two year,Mailed check,0
9025,Male,1,37,93.39,3455.43,One year,Electronic check,0
9026,Female,0,48,99.88,4794.24,Two year,Bank transfer,0
9027,Female,0,56,111.29,6232.24,Month-to-month,Credit card,0
9028,Male,0,44,79.78,3510.32,Month-to-month,Mailed check,0
9029,Female,0,13,104.63,1360.19,Two year,Bank transfer,0
